"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"34695";"0760274K";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-GILLES-DE-LA-NEUVILLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;65
"34710";"0760307W";"ECOLE ELEMENTAIRE PUBLIQUE -";"BEAUVOIR-EN-LYONS";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;4;98
"34791";"0760506M";"ECOLE PRIMAIRE PUBLIQUE PIERRE GEORGES";"SAINT-MARTIN-AUX-BUNEAUX";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;58
"34946";"0760932A";"ECOLE PRIMAIRE PUBLIQUE LES GENETS";"SAINTE-AUSTREBERTHE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;71
"34983";"0761020W";"ECOLE ELEMENTAIRE PUBLIQUE -";"LIMPIVILLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;45
"35041";"0761163B";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-RIQUIER-ES-PLAINS";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;4;79
"35044";"0761170J";"ECOLE MATERNELLE PUBLIQUE VICTOR HUGO";"GRAND-COURONNE";"NORMANDIE";"Ceintures urbaines";"PUBLIC";0;8;179
"35096";"0761271U";"ECOLE ELEMENTAIRE PUBLIQUE -";"BEZANCOURT";"NORMANDIE";"Rural à habitat très dispersé";"PUBLIC";0;2;39
"35105";"0761297X";"ECOLE MATERNELLE PUBLIQUE MARGUERITE COUTURIER";"FORGES-LES-EAUX";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;5;101
"35190";"0761591S";"ECOLE MATERNELLE PUBLIQUE GERMAINE COTY";"FECAMP";"NORMANDIE";"Centres urbains intermédiaires";"PUBLIC";1;4;66
"35298";"0762111G";"ECOLE ELEMENTAIRE PUBLIQUE JEAN-LOUP CHRETIEN";"TERRES-DE-CAUX";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;7;143
"35344";"0762333Y";"ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT";"CROIX-MARE";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;5;117
"35359";"0762362E";"ECOLE MATERNELLE PUBLIQUE JEAN DE LA FONTAINE";"ROUEN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;4;109
"35524";"0762834T";"ECOLE ELEMENTAIRE PUBLIQUE ANTOINE DE SAINT-EXUPERY";"CAUDEBEC-LES-ELBEUF";"NORMANDIE";"Centres urbains intermédiaires";"PUBLIC";1;8;138
"35856";"0770393J";"ECOLE ELEMENTAIRE PUBLIQUE LES ORANGERS";"VULAINES-SUR-SEINE";"CRETEIL";"Ceintures urbaines";"PUBLIC";0;6;148
"35860";"0770401T";"ECOLE MATERNELLE PUBLIQUE LA GARENNE";"CHAMPS-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;4;96
"35869";"0770412E";"ECOLE PRIMAIRE PUBLIQUE LOUIS PASTEUR";"CHELLES";"CRETEIL";"Grands centres urbains";"PUBLIC";0;14;348
"35971";"0770597F";"ECOLE ELEMENTAIRE PUBLIQUE LA CHESNAIE";"SEINE-PORT";"CRETEIL";"Ceintures urbaines";"PUBLIC";0;4;92
"35972";"0770599H";"ECOLE ELEMENTAIRE PUBLIQUE BEUVE ET GANTIER";"VAUX-LE-PENIL";"CRETEIL";"Grands centres urbains";"PUBLIC";0;9;234
"36020";"0770689F";"ECOLE MATERNELLE PUBLIQUE CAMILLE DABIN";"SAINT-MAMMES";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;5;113
"36041";"0770725V";"ECOLE ELEMENTAIRE PUBLIQUE SAINT-MERY";"SAINT-MERY";"CRETEIL";"Rural à habitat dispersé";"PUBLIC";0;1;26
"36092";"0770826E";"ECOLE ELEMENTAIRE PUBLIQUE VERDELOT";"VERDELOT";"CRETEIL";"Rural à habitat dispersé";"PUBLIC";0;3;59
"36094";"0770828G";"ECOLE MATERNELLE PUBLIQUE DU PONT DE LA PLANCHE";"BERNAY-VILBERT";"CRETEIL";"Rural à habitat dispersé";"PUBLIC";0;2;50
"36113";"0770858P";"ECOLE ELEMENTAIRE PUBLIQUE L'ABBAYE";"CHAUMES-EN-BRIE";"CRETEIL";"Bourgs ruraux";"PUBLIC";0;10;233
"36132";"0770895E";"ECOLE ELEMENTAIRE PUBLIQUE FARABEUF";"BETON-BAZOCHES";"CRETEIL";"Bourgs ruraux";"PUBLIC";0;3;70
"36137";"0770913Z";"ECOLE PRIMAIRE PUBLIQUE SOURDUN";"SOURDUN";"CRETEIL";"Bourgs ruraux";"PUBLIC";0;7;125
"36154";"0771050Y";"ECOLE ELEMENTAIRE PUBLIQUE LA BUTTE MONTCEAU";"AVON";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;9;188
"36157";"0771057F";"ECOLE MATERNELLE PUBLIQUE JEAN MACE";"LAGNY-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;4;110
"36161";"0771067S";"ECOLE MATERNELLE PUBLIQUE CALMETTE";"CHELLES";"CRETEIL";"Grands centres urbains";"PUBLIC";0;4;103
"36165";"0771089R";"ECOLE PRIMAIRE PUBLIQUE LES TILLEULS";"SAACY-SUR-MARNE";"CRETEIL";"Bourgs ruraux";"PUBLIC";0;9;203
"36298";"0771510Y";"ECOLE MATERNELLE PUBLIQUE EAUBONNE";"DAMMARTIN-EN-GOELE";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;7;167
"36326";"0771556Y";"ECOLE ELEMENTAIRE PUBLIQUE MAURICE ANDRE";"PRESLES-EN-BRIE";"CRETEIL";"Bourgs ruraux";"PUBLIC";0;6;151
"36336";"0771575U";"ECOLE ELEMENTAIRE PUBLIQUE MARYSE BASTIE";"CLAYE-SOUILLY";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;10;242
"36343";"0771583C";"ECOLE MATERNELLE PUBLIQUE ANDRE CHOLET";"LA GRANDE-PAROISSE";"CRETEIL";"Ceintures urbaines";"PUBLIC";0;4;88
"36354";"0771600W";"ECOLE MATERNELLE PUBLIQUE BEL AIR";"TORCY";"CRETEIL";"Grands centres urbains";"PUBLIC";0;5;107
"36374";"0771637L";"ECOLE MATERNELLE PUBLIQUE LOUIS PERGAUD";"MONTRY";"CRETEIL";"Ceintures urbaines";"PUBLIC";0;3;75
"36406";"0771697B";"ECOLE ELEMENTAIRE PUBLIQUE BOIS DE VAIRES";"VAIRES-SUR-MARNE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;9;209
"36426";"0771792E";"ECOLE ELEMENTAIRE PUBLIQUE TERRIER ROUGE";"PROVINS";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";1;8;132
"36464";"0771873T";"ECOLE ELEMENTAIRE PUBLIQUE CHARTRONGES";"CHARTRONGES";"CRETEIL";"Rural à habitat dispersé";"PUBLIC";0;2;48
"36467";"0771891M";"ECOLE MATERNELLE PUBLIQUE LES REGALLES";"SAVIGNY-LE-TEMPLE";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;4;94
"36511";"0772011T";"ECOLE ELEMENTAIRE PUBLIQUE LE FOUR";"LOGNES";"CRETEIL";"Grands centres urbains";"PUBLIC";0;8;203
"36531";"0772074L";"ECOLE MATERNELLE PUBLIQUE LES QUINCARNELLES";"COMBS-LA-VILLE";"CRETEIL";"Grands centres urbains";"PUBLIC";0;6;137
"36568";"0772164J";"ECOLE PRIMAIRE PUBLIQUE HENRI DUNANT";"DAMMARTIN-EN-GOELE";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;10;210
"36604";"0772259M";"ECOLE MATERNELLE PUBLIQUE GASTON DUMONT";"VAUX-LE-PENIL";"CRETEIL";"Grands centres urbains";"PUBLIC";0;5;132
"36673";"0772642D";"ECOLE MATERNELLE PUBLIQUE VILLARCEAU";"LESIGNY";"CRETEIL";"Ceintures urbaines";"PUBLIC";0;3;68
"36712";"0772798Y";"ECOLE PRIMAIRE PUBLIQUE LISE LONDON";"CHELLES";"CRETEIL";"Grands centres urbains";"PUBLIC";0;9;237
"36721";"0772807H";"ECOLE MATERNELLE PUBLIQUE GRUET";"OZOIR-LA-FERRIERE";"CRETEIL";"Centres urbains intermédiaires";"PUBLIC";0;9;237
"36839";"0780298A";"ECOLE ELEMENTAIRE PUBLIQUE CLAUDE MONET";"MANTES-LA-JOLIE";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;11;174
"36888";"0780379N";"ECOLE ELEMENTAIRE PUBLIQUE -";"RAIZEUX";"VERSAILLES";"Rural à habitat dispersé";"PUBLIC";0;3;59
"36934";"0780493M";"ECOLE ELEMENTAIRE PUBLIQUE LES VIOLETTES";"MAREIL-MARLY";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;8;180
"36968";"0780559J";"ECOLE MATERNELLE PUBLIQUE LES GENTIANES";"MANTES-LA-JOLIE";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;4;67
"36979";"0780590T";"ECOLE MATERNELLE PUBLIQUE LES PETITES FRICHES";"NEAUPHLE-LE-CHATEAU";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;4;92
"37081";"0780821U";"ECOLE ELEMENTAIRE PUBLIQUE JACQUES COUSTEAU";"MANTES-LA-JOLIE";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;13;233
"37205";"0781178G";"ECOLE MATERNELLE PUBLIQUE LOUIS BLERIOT";"BUC";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;4;107
"37354";"0781461P";"ECOLE ELEMENTAIRE PUBLIQUE HELENE BOUCHER";"MANTES-LA-JOLIE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;9;212
"37366";"0781482M";"ECOLE ELEMENTAIRE PUBLIQUE -";"ROSNY-SUR-SEINE";"VERSAILLES";"Ceintures urbaines";"PUBLIC";0;14;339
"37396";"0781553P";"ECOLE MATERNELLE PUBLIQUE GOMMERIE";"RAMBOUILLET";"VERSAILLES";"Centres urbains intermédiaires";"PUBLIC";0;5;120
"37412";"0781671T";"ECOLE ELEMENTAIRE PUBLIQUE JULES VERNE";"MONTIGNY-LE-BRETONNEUX";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;7;160
"37466";"0781890F";"ECOLE MATERNELLE PUBLIQUE DAGOBERT";"GUYANCOURT";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;3;73
"37537";"0782239K";"ECOLE MATERNELLE PUBLIQUE ARMAND GAILLARD";"MANTES-LA-VILLE";"VERSAILLES";"Grands centres urbains";"PUBLIC";1;9;158
"37625";"0783162N";"ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT";"CARRIERES-SUR-SEINE";"VERSAILLES";"Grands centres urbains";"PUBLIC";0;8;173
"37751";"0790142A";"ECOLE PRIMAIRE PUBLIQUE J. MIGAULT - MOUGON";"AIGONDIGNE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;11;244
"37761";"0790165A";"ECOLE ELEMENTAIRE PUBLIQUE GROUPE SCOLAIRE JEAN MACE";"NIORT";"POITIERS";"Centres urbains intermédiaires";"PUBLIC";0;5;107
"37784";"0790216F";"ECOLE PRIMAIRE PUBLIQUE LA GATINELLE";"MAZIERES-EN-GATINE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;5;92
"37866";"0790455R";"ECOLE PRIMAIRE PUBLIQUE SUZANNE ET RENE MARSTEAU";"SAINTE-EANNE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;2;41
"37892";"0790519K";"ECOLE PRIMAIRE PUBLIQUE LE GRAND CEDRE";"CHEF-BOUTONNE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;10;205
"37893";"0790523P";"ECOLE ELEMENTAIRE PUBLIQUE -";"CHENAY";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;2;48
"37916";"0790594S";"ECOLE PRIMAIRE PUBLIQUE VITRE";"BEAUSSAIS-VITRE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;2;37
"37920";"0790606E";"ECOLE ELEMENTAIRE PUBLIQUE E.PEROCHON";"AIRVAULT";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;6;146
"37921";"0790607F";"ECOLE MATERNELLE PUBLIQUE LES CORDERIES";"AIRVAULT";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;3;76
"37978";"0790778S";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"LORETZ-D'ARGENTON";"POITIERS";"Rural à habitat dispersé";"PRIVE";0;2;49
"37980";"0790781V";"ECOLE PRIMAIRE PRIVEE SAINTE MARIE";"BRESSUIRE";"POITIERS";"Bourgs ruraux";"PRIVE";0;4;89
"38033";"0790926C";"ECOLE MATERNELLE PUBLIQUE -";"L'ABSIE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;2;39
"38042";"0790973D";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-SYMPHORIEN";"POITIERS";"Bourgs ruraux";"PUBLIC";0;3;52
"38098";"0800240B";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS PERGAUD";"BOVELLES";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;1;25
"38126";"0800358E";"ECOLE PRIMAIRE PUBLIQUE LEON SAUVILLE";"LE QUESNEL";"AMIENS";"Bourgs ruraux";"PUBLIC";0;4;80
"38161";"0800568H";"ECOLE PRIMAIRE PUBLIQUE -";"BERNAVILLE";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;5;113
"38174";"0800684J";"ECOLE PRIMAIRE PUBLIQUE -";"HUPPY";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;7;136
"38231";"0800853T";"ECOLE MATERNELLE PUBLIQUE JEAN MOULIN";"FRESSENNEVILLE";"AMIENS";"Petites villes";"PUBLIC";0;3;54
"38284";"0801010N";"ECOLE MATERNELLE PUBLIQUE -";"EPAGNE-EPAGNETTE";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;1;21
"38316";"0801120H";"ECOLE ELEMENTAIRE PUBLIQUE -";"LIGNIERES-CHATELAIN";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;2;40
"38436";"0801574B";"ECOLE PRIMAIRE PUBLIQUE -";"HORNOY-LE-BOURG";"AMIENS";"Rural à habitat dispersé";"PUBLIC";1;13;242
"38469";"0801658T";"ECOLE PRIMAIRE PUBLIQUE -";"BEUVRAIGNES";"AMIENS";"Rural à habitat dispersé";"PUBLIC";1;7;100
"38520";"0801896B";"ECOLE PRIMAIRE PUBLIQUE -";"TULLY";"AMIENS";"Petites villes";"PUBLIC";0;2;35
"38561";"0810144S";"ECOLE PRIMAIRE PUBLIQUE LAFONTASSE";"BURLATS";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;3;54
"38567";"0810152A";"ECOLE PRIMAIRE PUBLIQUE NAVES";"NAVES";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;3;59
"38668";"0810542Z";"ECOLE PRIMAIRE -";"JONQUIERES";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;2;35
"38691";"0810647N";"ECOLE PRIMAIRE LABRESPY";"MAZAMET";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";1;2;22
"38764";"0810933Z";"ECOLE PRIMAIRE JACQUES PREVERT";"CASTRES";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";0;5;113
"38767";"0810940G";"ECOLE PRIMAIRE SYLVAIN ESCUDIER";"LACABAREDE";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;3;55
"38789";"0811113V";"ECOLE PRIMAIRE PUBLIQUE -";"MIRANDOL-BOURGNOUNAC";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;4;90
"38846";"0811252W";"ECOLE PRIMAIRE PUBLIQUE FONTGRANDE";"SAINT-BENOIT-DE-CARMAUX";"TOULOUSE";"Petites villes";"PUBLIC";0;5;117
"38910";"0820305L";"ECOLE PRIMAIRE JEAN ARQUIE";"BOUILLAC";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;2;41
"38920";"0820333S";"ECOLE MATERNELLE PUBLIQUE MARCEAU FAURE";"CASTELSARRASIN";"TOULOUSE";"Petites villes";"PUBLIC";0;3;72
"38939";"0820391E";"ECOLE MATERNELLE PUBLIQUE JACQUES BREL";"MONTAUBAN";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";1;5;88
"38948";"0820414E";"ECOLE ELEMENTAIRE PUBLIQUE DE FONNEUVE";"MONTAUBAN";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";0;6;140
"39003";"0820633T";"ECOLE  PRIMAIRE PUBLIQUE -";"LIZAC";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;2;39
"39037";"0820694J";"ECOLE ELEMENTAIRE PUBLIQUE CHANTERIVE";"REALVILLE";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;5;112
"39046";"0820765L";"ECOLE ELEMENTAIRE PUBLIQUE -";"NEGREPELISSE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;13;244
"39062";"0820805E";"ECOLE MATERNELLE PUBLIQUE -";"LE CAUSE";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;1;27
"39068";"0820813N";"ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE J ZAY";"BRESSOLS";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;6;141
"39191";"0830342W";"ECOLE ELEMENTAIRE PUBLIQUE L'EAU VIVE";"VINON-SUR-VERDON";"NICE";"Bourgs ruraux";"PUBLIC";0;12;288
"39217";"0830409U";"ECOLE PRIMAIRE PUBLIQUE JEAN TAESCA";"SAINT-JULIEN";"NICE";"Rural à habitat dispersé";"PUBLIC";0;11;192
"39266";"0830536G";"ECOLE ELEMENTAIRE PUBLIQUE PAUL LONG";"HYERES";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;4;91
"39298";"0830606H";"ECOLE ELEMENTAIRE PUBLIQUE LES EUCALYPTUS";"FREJUS";"NICE";"Grands centres urbains";"PUBLIC";0;13;306
"39328";"0830729S";"ECOLE MATERNELLE PUBLIQUE VAL DES PINS";"HYERES";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;4;63
"39350";"0830816L";"ECOLE MATERNELLE PUBLIQUE LA PINEDE";"TOULON";"NICE";"Grands centres urbains";"PUBLIC";0;6;125
"39407";"0830973G";"ECOLE MATERNELLE PUBLIQUE ALBERT GARCIN";"RIANS";"NICE";"Rural à habitat dispersé";"PUBLIC";0;6;155
"39471";"0831158H";"ECOLE PRIMAIRE PUBLIQUE LES TROIS SOURCES";"LA GARDE-FREINET";"NICE";"Rural à habitat dispersé";"PUBLIC";0;6;122
"39494";"0831206K";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL";"LA SEYNE-SUR-MER";"NICE";"Grands centres urbains";"PUBLIC";0;11;246
"39572";"0831430D";"ECOLE ELEMENTAIRE PUBLIQUE OCTAVE MAUREL";"BANDOL";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;15;321
"39654";"0840167A";"ECOLE PRIMAIRE PUBLIQUE JOSETTE CONSTANT";"VISAN";"AIX-MARSEILLE";"Bourgs ruraux";"PUBLIC";0;6;125
"39761";"0840372Y";"ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL";"AVIGNON";"AIX-MARSEILLE";"Grands centres urbains";"PUBLIC";0;6;113
"39810";"0840457R";"ECOLE MATERNELLE PUBLIQUE LE BOISSET";"SAINT-MARTIN-DE-CASTILLON";"AIX-MARSEILLE";"Rural à habitat dispersé";"PUBLIC";0;1;23
"39828";"0840489A";"ECOLE MATERNELLE PUBLIQUE LA ROSERAIE";"CARPENTRAS";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;4;93
"39875";"0840635J";"ECOLE PRIMAIRE PRIVEE SAINT LAURENT";"L'ISLE-SUR-LA-SORGUE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PRIVE";0;6;149
"39899";"0840674B";"ECOLE ELEMENTAIRE PUBLIQUE LA CONDAMINE";"MAZAN";"AIX-MARSEILLE";"Petites villes";"PUBLIC";0;12;266
"39934";"0840789B";"ECOLE MATERNELLE PUBLIQUE LES NEUF PEYRES";"AVIGNON";"AIX-MARSEILLE";"Grands centres urbains";"PUBLIC";1;6;103
"40004";"0841085Y";"ECOLE MATERNELLE PUBLIQUE LOUISE MICHEL";"ENTRAIGUES-SUR-LA-SORGUE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;4;97
"40032";"0850254P";"ECOLE ELEMENTAIRE PUBLIQUE ANTOINE DE SAINT-EXUPERY";"CHALLANS";"NANTES";"Petites villes";"PUBLIC";0;6;143
"40054";"0850307X";"ECOLE PRIMAIRE PUBLIQUE LES GALIBOTS (R.P.I.D AVEC PUY DE SERRE)";"FAYMOREAU";"NANTES";"Rural à habitat très dispersé";"PUBLIC";0;1;21
"40082";"0850387J";"ECOLE MATERNELLE PUBLIQUE LE CHAMP DE LA LAMPE (R.P.I.D AVEC DOIX LES F .)";"MONTREUIL";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;58
"40119";"0850452E";"ECOLE ELEMENTAIRE PUBLIQUE JEAN ROY";"LA ROCHE-SUR-YON";"NANTES";"Centres urbains intermédiaires";"PUBLIC";0;5;123
"40121";"0850458L";"ECOLE ELEMENTAIRE PUBLIQUE LAENNEC";"LA ROCHE-SUR-YON";"NANTES";"Centres urbains intermédiaires";"PUBLIC";0;7;135
"40159";"0850548J";"ECOLE PRIMAIRE PUBLIQUE L'OISEAU BLEU";"SAINT-MAIXENT-SUR-VIE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;5;129
"40231";"0850719V";"ECOLE ELEMENTAIRE PRIVEE R.P.I.D RIVES DE L'YON";"LE TABLIER";"NANTES";"Rural à habitat dispersé";"PRIVE";0;2;49
"40236";"0850728E";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"TIFFAUGES";"NANTES";"Bourgs ruraux";"PRIVE";0;4;75
"40238";"0850730G";"ECOLE PRIMAIRE PRIVEE SAINT MARTIN";"TREIZE-SEPTIERS";"NANTES";"Bourgs ruraux";"PRIVE";0;9;237
"40303";"0850908A";"ECOLE PRIMAIRE PRIVEE PIERRE MONNEREAU";"LES BROUZILS";"NANTES";"Rural à habitat dispersé";"PRIVE";0;9;207
"40333";"0850981E";"ECOLE PRIMAIRE PRIVEE ST-JOSEPH";"BEAUREPAIRE";"NANTES";"Bourgs ruraux";"PRIVE";0;7;159
"40453";"0851276A";"ECOLE PRIMAIRE PRIVEE SAINTE THERESE";"ANGLES";"NANTES";"Bourgs ruraux";"PRIVE";0;4;94
"40490";"0851397G";"ECOLE PRIMAIRE PUBLIQUE DU GUEMESSE";"LA GAUBRETIERE";"NANTES";"Bourgs ruraux";"PUBLIC";0;4;75
"40515";"0851684U";"ECOLE PRIMAIRE PUBLIQUE PRIMAIRE";"RIVES-D'AUTISE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;5;107
"40555";"0860196W";"ECOLE PRIMAIRE PUBLIQUE PAUL PAINLEVE";"CHATELLERAULT";"POITIERS";"Centres urbains intermédiaires";"PUBLIC";0;9;205
"40560";"0860216T";"ECOLE PRIMAIRE PUBLIQUE FRANCINE POITEVIN";"CHAUNAY";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;3;73
"40672";"0860499A";"ECOLE MATERNELLE PUBLIQUE LES MINIMES";"POITIERS";"POITIERS";"Grands centres urbains";"PUBLIC";0;3;61
"40702";"0860566Y";"ECOLE PRIMAIRE PUBLIQUE DES CAPUCINES";"SAINT-GENEST-D'AMBIERE";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;4;99
"40738";"0860682Z";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE JULES BERRY";"VERRIERES";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;7;116
"40776";"0860920H";"ECOLE PRIMAIRE PRIVEE SAINT-GABRIEL NOTRE-DAME";"CHATELLERAULT";"POITIERS";"Centres urbains intermédiaires";"PRIVE";0;10;208
"40823";"0861085M";"ECOLE MATERNELLE PUBLIQUE ALPHONSE DAUDET";"POITIERS";"POITIERS";"Grands centres urbains";"PUBLIC";1;9;150
"40825";"0861091U";"ECOLE MATERNELLE PUBLIQUE -";"SAIX";"POITIERS";"Rural à habitat dispersé";"PUBLIC";0;2;46
"40843";"0861162W";"ECOLE ELEMENTAIRE PUBLIQUE GEORGES BRASSENS";"POITIERS";"POITIERS";"Grands centres urbains";"PUBLIC";0;9;187
"41104";"0875010Y";"ECOLE ELEMENTAIRE PUBLIQUE ST LEONARD DE NOBLAT";"SAINT-LEONARD-DE-NOBLAT";"LIMOGES";"Bourgs ruraux";"PUBLIC";0;10;219
"41139";"0880393Z";"ECOLE PRIMAIRE ELEMENTAIRE - SANCHEY";"SANCHEY";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;3;62
"41175";"0880587K";"ECOLE MATERNELLE PUBLIQUE J. PREVERT - CONTREXEVILLE";"CONTREXEVILLE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;4;81
"41194";"0880678J";"ECOLE MATERNELLE PUBLIQUE ARC EN CIEL - SAULXURES MOS.";"SAULXURES-SUR-MOSELOTTE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;3;66
"41199";"0880707R";"ECOLE PRIMAIRE PRIMAIRE - ESSEGNEY";"ESSEGNEY";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;33
"41210";"0880799R";"ECOLE MATERNELLE PUBLIQUE JULES FERRY - RAMBERVILLERS";"RAMBERVILLERS";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";1;4;55
"41270";"0881076S";"ECOLE PRIMAIRE PUBLIQUE PRIMAIRE - JEUXEY";"JEUXEY";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;6;139
"41295";"0881263V";"ECOLE ELEMENTAIRE PUBLIQUE CHAMPS A NABORD - CORNIMONT";"CORNIMONT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;43
"41305";"0881306S";"ECOLE PRIMAIRE PRIVEE SAINT ROMARIC";"REMIREMONT";"NANCY-METZ";"Petites villes";"PRIVE";0;7;153
"41387";"0881605S";"ECOLE ELEMENTAIRE PUBLIQUE ELEMENTAIRE - DARNEY";"DARNEY";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;6;103
"41400";"0881641F";"ECOLE PRIMAIRE PUBLIQUE HENRI BRETON - CHARMES";"CHARMES";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";1;20;277
"41411";"0881656X";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE DU JOLI BOIS";"RAON-L'ETAPE";"NANCY-METZ";"Petites villes";"PUBLIC";0;6;138
"41562";"0890494D";"ECOLE MATERNELLE PUBLIQUE FRANCOISE DOLTO";"TONNERRE";"DIJON";"Bourgs ruraux";"PUBLIC";0;2;32
"41567";"0890524L";"ECOLE ELEMENTAIRE PUBLIQUE USY";"DOMECY-SUR-CURE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;21
"41610";"0890629A";"ECOLE ELEMENTAIRE PUBLIQUE -";"PAROY-SUR-THOLON";"DIJON";"Bourgs ruraux";"PUBLIC";0;1;23
"41679";"0890866H";"ECOLE PRIMAIRE PUBLIQUE Pierre Perret";"MALIGNY";"DIJON";"Bourgs ruraux";"PUBLIC";0;5;91
